age,gender,education_level,marital_status,monthly_income,existing_credit_limit,credit_score_raw,credit_approved,recommended_limit
32,Female,Bachelor,Single,68881.08,65100.0,68.0,1,81400.0
42,Male,High School,Married,10759.61,9300.0,45.0,1,10200.0
31,Male,Master,Married,162683.19,0.0,73.0,1,244000.0
40,Male,Bachelor,Married,116321.99,61600.0,76.0,1,80100.0
35,Male,High School,Married,57157.59,0.0,48.0,1,85700.0
48,Male,Bachelor,Married,77192.93,54800.0,70.0,1,71200.0
35,Female,High School,Married,61686.36,0.0,48.0,1,92500.0
18,Female,Bachelor,Single,33825.75,83100.0,66.0,1,84600.0
49,Female,High School,Married,31696.2,45400.0,57.0,1,49700.0
26,Female,Bachelor,Single,67708.59,0.0,52.0,1,101600.0
28,Female,High School,Single,27109.98,0.0,34.0,0,0.0
29,Female,Bachelor,Single,169644.22,0.0,64.0,1,254500.0
51,Male,High School,Single,314238.86,710300.0,80.0,1,961600.0
18,Female,Bachelor,Single,27375.29,0.0,44.0,1,41100.0
70,Male,High School,Married,49119.26,90500.0,62.0,1,68000.0
47,Male,High School,Single,69096.07,36000.0,58.0,1,41400.0
38,Male,High School,Single,132130.75,143500.0,69.0,1,179400.0
35,Female,High School,Widowed,86962.05,32000.0,56.0,1,36800.0
39,Female,Bachelor,Married,55381.51,36900.0,70.0,1,48000.0
41,Female,PhD,Married,84672.24,80800.0,81.0,1,113100.0
43,Female,Bachelor,Single,39629.37,0.0,48.0,1,59400.0
42,Male,Master,Married,284831.01,110900.0,78.0,1,144200.0
36,Female,High School,Married,20485.27,0.0,33.0,0,0.0
33,Female,High School,Married,20342.55,40600.0,50.0,1,35700.0
34,Female,Bachelor,Married,38431.7,54400.0,67.0,1,68000.0
33,Male,PhD,Married,24335.67,38700.0,72.0,1,50300.0
48,Male,Bachelor,Divorced,52208.6,0.0,54.0,1,78300.0
42,Female,High School,Married,17099.21,29600.0,50.0,1,30000.0
18,Male,High School,Single,56043.87,110200.0,59.0,1,126100.0
43,Female,High School,Married,34676.85,13400.0,45.0,1,14700.0
38,Male,High School,Single,34898.05,71600.0,60.0,1,74600.0
35,Female,Bachelor,Married,35503.17,43600.0,67.0,1,54500.0
31,Male,High School,Married,141285.74,48500.0,59.0,1,55800.0
48,Female,Master,Married,62066.64,0.0,61.0,1,93100.0
46,Male,Master,Married,26835.63,0.0,53.0,1,40300.0
27,Female,Master,Married,68334.43,111200.0,74.0,1,144600.0
40,Male,Master,Married,134564.81,303500.0,89.0,1,424900.0
25,Female,High School,Single,28329.45,20600.0,46.0,1,22700.0
20,Female,PhD,Married,47303.25,0.0,59.0,1,71000.0
29,Male,High School,Married,108501.24,0.0,50.0,1,162800.0
45,Female,Master,Single,16609.38,6300.0,49.0,1,6900.0
46,Male,High School,Married,69102.87,0.0,48.0,1,103700.0
41,Male,High School,Married,25073.71,39300.0,57.0,1,43900.0
43,Male,High School,Married,144544.7,57600.0,59.0,1,66200.0
41,Female,High School,Married,15071.79,11400.0,45.0,1,12500.0
28,Male,Master,Married,323807.47,303400.0,81.0,1,424800.0
40,Male,Bachelor,Widowed,84960.23,61900.0,73.0,1,80500.0
44,Female,Bachelor,Divorced,29096.59,50400.0,63.0,1,62200.0
44,Female,Bachelor,Single,60628.83,89100.0,73.0,1,115800.0
49,Male,Bachelor,Married,150913.29,0.0,70.0,1,226400.0
43,Female,High School,Married,21389.87,26800.0,50.0,1,30800.0
39,Female,Bachelor,Single,133751.05,324400.0,84.0,1,454200.0
47,Male,Bachelor,Married,25893.59,0.0,50.0,1,38800.0
35,Female,Bachelor,Married,21220.06,15100.0,55.0,1,17400.0
26,Male,PhD,Married,15637.33,23200.0,61.0,1,29000.0
34,Female,Bachelor,Married,131462.95,322200.0,86.0,1,409600.0
27,Male,High School,Single,298757.85,575400.0,71.0,1,748000.0
28,Female,Master,Married,112725.4,237300.0,85.0,1,332200.0
34,Male,Master,Married,40047.95,76600.0,70.0,1,99600.0
27,Female,PhD,Single,321029.59,0.0,69.0,1,481500.0
32,Male,Bachelor,Married,43962.02,41600.0,62.0,1,52000.0
18,Male,High School,Married,12446.66,18500.0,46.0,1,20400.0
38,Male,High School,Married,36240.09,15800.0,45.0,1,17400.0
36,Female,High School,Widowed,293659.5,345700.0,74.0,1,449400.0
27,Male,Bachelor,Married,85263.92,0.0,60.0,1,127900.0
43,Male,High School,Married,22698.44,0.0,40.0,1,34000.0
46,Male,Bachelor,Single,79236.04,40900.0,68.0,1,51100.0
18,Female,Master,Single,36330.37,73800.0,69.0,1,92200.0
27,Male,Master,Married,17290.59,26900.0,59.0,1,30900.0
27,Female,High School,Married,42132.39,47200.0,53.0,1,54300.0
25,Male,High School,Married,17077.58,10400.0,41.0,1,11400.0
45,Male,Master,Married,38466.22,0.0,53.0,1,57700.0
33,Male,Bachelor,Married,74056.83,158900.0,80.0,1,222500.0
33,Female,Bachelor,Married,23598.61,51100.0,72.0,1,66400.0
18,Male,Master,Married,50077.35,29300.0,69.0,1,36600.0
42,Male,High School,Married,60232.37,0.0,48.0,1,90300.0
22,Male,High School,Single,75406.57,75800.0,59.0,1,87200.0
36,Female,Bachelor,Divorced,10317.39,0.0,39.0,0,0.0
39,Male,Bachelor,Married,39769.7,44400.0,67.0,1,55500.0
50,Female,High School,Single,26669.22,33000.0,55.0,1,38000.0
21,Male,Bachelor,Married,34868.95,55400.0,63.0,1,69200.0
18,Male,Master,Divorced,54052.06,81600.0,70.0,1,106100.0
38,Male,High School,Married,52918.56,35400.0,60.0,1,44200.0
55,Female,PhD,Married,29686.4,27100.0,67.0,1,33900.0
49,Female,Bachelor,Widowed,86467.89,167100.0,78.0,1,217200.0
38,Male,Master,Single,27470.43,21200.0,63.0,1,26500.0
30,Female,High School,Married,47183.53,86100.0,65.0,1,82700.0
44,Male,High School,Single,84700.99,0.0,52.0,1,127100.0
25,Female,High School,Married,64751.88,126700.0,61.0,1,119500.0
41,Male,High School,Divorced,36284.3,70000.0,53.0,1,69800.0
41,Male,High School,Married,84860.03,73900.0,66.0,1,92400.0
47,Female,Master,Married,79004.23,97000.0,78.0,1,126100.0
66,Female,High School,Married,40319.62,53700.0,54.0,1,55800.0
40,Male,PhD,Divorced,133208.41,317700.0,87.0,1,444800.0
30,Female,Bachelor,Married,18248.1,0.0,43.0,1,27400.0
35,Male,High School,Single,44166.63,104400.0,60.0,1,94400.0
18,Female,Bachelor,Married,85040.51,188900.0,82.0,1,264500.0
28,Male,PhD,Married,145118.47,287800.0,82.0,1,402900.0
31,Female,Bachelor,Single,23963.57,43400.0,65.0,1,54200.0
30,Male,High School,Divorced,89086.57,123900.0,67.0,1,154900.0
37,Male,Master,Married,12705.84,0.0,46.0,1,19100.0
26,Male,High School,Divorced,30297.43,41500.0,49.0,1,45700.0
48,Male,Bachelor,Married,25228.11,8900.0,55.0,1,10200.0
36,Male,Bachelor,Single,104995.2,144500.0,79.0,1,187800.0
35,Male,High School,Single,19549.34,33000.0,48.0,1,36300.0
32,Female,High School,Divorced,11539.21,13700.0,46.0,1,15100.0
37,Male,Master,Single,26355.63,15200.0,63.0,1,19000.0
45,Female,Master,Married,25944.29,47500.0,70.0,1,61800.0
26,Female,Bachelor,Single,30514.29,0.0,44.0,0,0.0
28,Female,High School,Married,37977.78,0.0,36.0,0,0.0
32,Female,High School,Single,321644.13,506700.0,75.0,1,658700.0
21,Female,High School,Single,77611.3,95600.0,59.0,1,109900.0
26,Female,Bachelor,Married,18721.74,0.0,39.0,0,0.0
30,Male,High School,Married,10036.01,9900.0,45.0,1,10900.0
45,Female,High School,Married,18214.48,28700.0,50.0,1,28600.0
38,Female,Bachelor,Married,37745.17,39000.0,67.0,1,48800.0
38,Male,Bachelor,Married,95590.06,0.0,64.0,1,143400.0
45,Male,Master,Married,128440.91,170400.0,84.0,1,238600.0
34,Male,Bachelor,Married,23808.88,19100.0,62.0,1,23900.0
40,Male,Bachelor,Divorced,53587.35,48000.0,66.0,1,60000.0
34,Male,High School,Married,67038.79,0.0,48.0,1,100600.0
38,Female,Bachelor,Married,45540.54,30600.0,70.0,1,39800.0
29,Male,Bachelor,Married,24185.0,22700.0,58.0,1,26100.0
18,Female,Bachelor,Married,23953.19,45300.0,63.0,1,49100.0
34,Male,High School,Married,24864.51,0.0,40.0,0,0.0
51,Female,Bachelor,Widowed,23145.0,7100.0,52.0,1,8200.0
46,Male,Master,Single,145086.93,0.0,65.0,1,217600.0
46,Male,Bachelor,Widowed,53036.85,126700.0,77.0,1,158700.0
49,Male,Bachelor,Single,41839.87,16900.0,53.0,1,19400.0
36,Male,Bachelor,Married,20617.6,46900.0,65.0,1,40200.0
38,Male,High School,Married,76096.52,117200.0,65.0,1,133400.0
29,Female,Bachelor,Single,47923.02,24800.0,64.0,1,31000.0
32,Female,Master,Single,170244.34,362100.0,93.0,1,543200.0
42,Female,High School,Married,63840.79,0.0,48.0,1,95800.0
49,Male,High School,Married,106300.31,151800.0,71.0,1,197300.0
34,Male,Bachelor,Single,39911.91,0.0,48.0,1,59900.0
31,Female,High School,Married,121202.4,0.0,54.0,1,181800.0
36,Male,Bachelor,Married,33639.67,0.0,50.0,1,50500.0
42,Male,High School,Single,39089.93,34800.0,50.0,1,40000.0
20,Male,Bachelor,Married,24325.77,52700.0,68.0,1,49900.0
18,Male,Bachelor,Single,25899.74,28000.0,61.0,1,35000.0
29,Male,High School,Married,44276.88,64700.0,53.0,1,74400.0
22,Male,High School,Married,77109.51,98700.0,61.0,1,123400.0
30,Male,High School,Married,55400.66,38600.0,60.0,1,48200.0
34,Female,High School,Married,35197.08,42000.0,57.0,1,48300.0
31,Male,Bachelor,Single,26323.72,0.0,48.0,1,39500.0
51,Male,High School,Married,83945.82,53000.0,66.0,1,66200.0
39,Female,Bachelor,Married,15383.38,32800.0,65.0,1,30000.0
39,Female,Bachelor,Married,81309.19,189800.0,86.0,1,253400.0
42,Male,High School,Married,44354.07,15400.0,45.0,1,16900.0
23,Female,High School,Widowed,178278.74,179400.0,70.0,1,233200.0
47,Male,High School,Married,25165.17,59300.0,62.0,1,39500.0
35,Male,Bachelor,Married,43730.54,82300.0,67.0,1,85200.0
43,Female,High School,Married,57163.02,18700.0,53.0,1,21500.0
24,Female,High School,Single,61183.0,32900.0,54.0,1,37800.0
18,Male,High School,Single,23448.83,45100.0,51.0,1,51900.0
44,Female,PhD,Married,148103.77,266000.0,86.0,1,372400.0
40,Female,Bachelor,Married,73985.28,164700.0,80.0,1,230500.0
26,Male,Master,Married,39871.9,78400.0,66.0,1,88300.0
26,Male,High School,Single,87581.7,0.0,48.0,1,131400.0
48,Male,High School,Married,15138.0,22600.0,50.0,1,23700.0
22,Female,High School,Married,269635.52,237000.0,68.0,1,296200.0
54,Male,Master,Married,36699.64,21600.0,65.0,1,27000.0
26,Female,High School,Married,75033.47,23300.0,49.0,1,25600.0
43,Male,Bachelor,Single,65035.91,37400.0,68.0,1,46800.0
32,Male,High School,Married,43144.55,69800.0,57.0,1,75600.0
42,Female,Bachelor,Married,47347.79,0.0,58.0,1,71000.0
30,Female,High School,Married,39397.24,80500.0,62.0,1,69100.0
34,Male,Bachelor,Married,54357.43,55600.0,75.0,1,72300.0
36,Male,PhD,Married,33392.58,36200.0,72.0,1,47100.0
24,Female,High School,Single,41584.34,68900.0,51.0,1,79200.0
44,Male,Bachelor,Single,59832.26,141400.0,78.0,1,183800.0
30,Male,Bachelor,Divorced,170971.62,273600.0,83.0,1,383000.0
33,Female,Bachelor,Single,65280.75,52700.0,68.0,1,65900.0
25,Male,High School,Single,18433.03,21400.0,44.0,1,23500.0
18,Male,High School,Married,77520.64,180700.0,66.0,1,143000.0
33,Male,Bachelor,Married,56736.61,117200.0,80.0,1,164100.0
62,Female,High School,Married,85529.59,32100.0,56.0,1,36900.0
44,Male,Master,Married,24866.06,0.0,53.0,1,37300.0
35,Female,Bachelor,Single,71553.2,116500.0,73.0,1,151400.0
33,Male,Bachelor,Single,43367.19,83400.0,65.0,1,103000.0
36,Male,High School,Single,10371.92,5900.0,43.0,0,5900.0
42,Male,Bachelor,Married,137812.6,0.0,64.0,1,206700.0
23,Male,Bachelor,Married,56089.7,0.0,54.0,1,84100.0
48,Female,Bachelor,Single,53660.55,30400.0,68.0,1,38000.0
43,Male,High School,Married,27376.63,34700.0,57.0,1,39900.0
43,Female,Master,Married,85620.92,26300.0,72.0,1,34200.0
40,Male,High School,Single,31786.86,58400.0,55.0,1,67200.0
36,Male,High School,Married,55615.31,26100.0,53.0,1,30000.0
43,Male,PhD,Married,43333.82,26900.0,67.0,1,33600.0
42,Female,Bachelor,Married,29397.2,60100.0,72.0,1,78100.0
32,Female,High School,Married,155111.99,187700.0,77.0,1,244000.0
29,Female,Master,Married,16446.07,0.0,42.0,1,24700.0
37,Male,High School,Single,75562.46,0.0,46.0,1,113300.0
53,Female,High School,Married,12192.11,7700.0,45.0,1,8500.0
22,Male,Bachelor,Single,75533.73,50800.0,64.0,1,63500.0
19,Female,High School,Married,20869.86,36500.0,46.0,1,38500.0
37,Female,Master,Married,49540.73,40800.0,73.0,1,53000.0
36,Male,Master,Married,29510.2,37500.0,70.0,1,48800.0
37,Male,High School,Married,177534.4,374100.0,82.0,1,497900.0
38,Female,Master,Single,27179.52,24500.0,63.0,1,30600.0
33,Female,High School,Single,10714.68,11300.0,48.0,1,12400.0
52,Male,Bachelor,Single,47477.65,47000.0,68.0,1,58800.0
18,Female,Master,Married,28331.88,55000.0,66.0,1,62700.0
26,Female,Master,Widowed,134538.59,0.0,60.0,1,201800.0
34,Male,High School,Married,28183.03,0.0,40.0,1,42300.0
18,Male,High School,Single,28460.77,43300.0,51.0,1,49800.0
34,Female,High School,Married,82414.15,117400.0,71.0,1,152600.0
54,Male,Bachelor,Married,159024.62,144100.0,82.0,1,201700.0
36,Male,Bachelor,Divorced,58988.08,96800.0,71.0,1,125800.0
38,Female,High School,Married,60519.94,65300.0,65.0,1,81600.0
22,Female,High School,Married,88635.29,115900.0,67.0,1,144900.0
29,Female,Master,Married,175514.01,198400.0,86.0,1,277800.0
31,Male,High School,Single,177578.93,359800.0,80.0,1,503700.0
32,Female,High School,Married,174527.99,259800.0,77.0,1,337700.0
50,Female,Master,Married,36446.0,0.0,53.0,1,54700.0
42,Male,High School,Married,29091.5,0.0,40.0,0,0.0
23,Female,Bachelor,Married,44298.41,100100.0,68.0,1,90800.0
38,Female,High School,Married,156853.64,245000.0,77.0,1,318500.0
41,Female,High School,Married,154012.15,0.0,60.0,1,231000.0
48,Female,Bachelor,Single,80892.87,142500.0,79.0,1,185200.0
53,Male,Bachelor,Married,17181.62,9700.0,55.0,1,11200.0
24,Male,Bachelor,Married,35414.98,17900.0,58.0,1,20600.0
27,Male,High School,Married,61259.93,121400.0,61.0,1,113000.0
22,Female,Bachelor,Married,25466.96,46000.0,63.0,1,52200.0
33,Female,Bachelor,Divorced,64733.68,0.0,54.0,1,97100.0
41,Male,High School,Married,68281.87,85000.0,65.0,1,106200.0
46,Male,PhD,Married,42189.63,74000.0,72.0,1,96200.0
35,Male,Master,Divorced,126144.04,192000.0,80.0,1,268800.0
32,Female,Master,Divorced,42309.43,31500.0,61.0,1,39400.0
37,Male,Bachelor,Married,118576.6,263900.0,86.0,1,369500.0
26,Female,High School,Single,87510.48,161600.0,65.0,1,196900.0
58,Male,Bachelor,Divorced,10467.23,18100.0,53.0,1,20000.0
18,Male,Bachelor,Widowed,137279.92,185100.0,74.0,1,240600.0
38,Male,High School,Single,59471.62,0.0,46.0,1,89200.0
58,Female,Bachelor,Married,116497.18,0.0,61.0,1,174700.0
36,Female,High School,Married,48572.66,89200.0,65.0,1,85100.0
33,Female,High School,Single,75657.98,186300.0,68.0,1,161700.0
32,Female,High School,Single,125329.39,200500.0,69.0,1,250600.0
34,Male,PhD,Married,21388.64,34300.0,65.0,1,42900.0
51,Male,Bachelor,Widowed,18549.08,38000.0,62.0,1,34700.0
18,Female,High School,Single,15314.69,5400.0,32.0,0,5400.0
52,Female,Bachelor,Divorced,146456.8,81200.0,72.0,1,105600.0
20,Male,High School,Married,47970.05,103600.0,66.0,1,88500.0
33,Female,Bachelor,Married,35550.18,0.0,50.0,1,53300.0
31,Male,Master,Married,17993.8,44300.0,68.0,1,37800.0
42,Male,Bachelor,Married,24441.78,29200.0,67.0,1,36500.0
18,Male,Bachelor,Married,151418.7,0.0,66.0,1,227100.0
41,Female,Bachelor,Divorced,132660.67,233500.0,77.0,1,303600.0
58,Male,Bachelor,Married,133165.55,0.0,61.0,1,199700.0
21,Male,Bachelor,Single,77560.99,72400.0,64.0,1,90500.0
38,Male,Bachelor,Single,15397.68,33800.0,63.0,1,36600.0
28,Male,Bachelor,Married,55545.63,114800.0,76.0,1,149200.0
40,Male,PhD,Divorced,58422.77,0.0,59.0,1,87600.0
36,Male,Bachelor,Married,78225.8,85200.0,75.0,1,110800.0
28,Male,Bachelor,Married,48194.8,81900.0,71.0,1,106500.0
41,Female,Master,Single,82837.15,0.0,65.0,1,124300.0
55,Male,High School,Married,16986.44,21300.0,50.0,1,24500.0
33,Male,High School,Married,155427.38,218600.0,77.0,1,284200.0
43,Male,Bachelor,Divorced,29904.82,39300.0,63.0,1,49100.0
21,Male,Bachelor,Married,55023.39,0.0,54.0,1,82500.0
25,Female,Master,Married,40505.24,45600.0,66.0,1,57000.0
41,Male,High School,Married,24350.8,38300.0,57.0,1,42700.0
52,Female,High School,Single,104926.86,114000.0,69.0,1,142500.0
39,Female,Master,Single,28553.18,45600.0,68.0,1,57000.0
32,Female,High School,Single,30078.12,43400.0,55.0,1,49900.0
35,Male,High School,Married,26684.08,28700.0,57.0,1,33000.0
22,Male,High School,Married,86068.33,0.0,50.0,1,129100.0
42,Female,Bachelor,Single,46223.06,18200.0,61.0,1,22800.0
45,Female,Bachelor,Married,40479.72,36100.0,62.0,1,45100.0
31,Female,Master,Married,63498.14,0.0,61.0,1,95200.0
30,Male,High School,Married,165250.2,381400.0,82.0,1,463400.0
38,Male,Master,Single,40307.2,18500.0,56.0,1,21300.0
31,Female,High School,Married,50446.68,79900.0,65.0,1,88400.0
35,Female,High School,Married,74988.68,50600.0,60.0,1,63200.0
59,Male,Bachelor,Single,30704.27,0.0,45.0,1,46100.0
33,Male,High School,Married,81945.57,180800.0,76.0,1,229800.0
32,Male,High School,Single,41573.43,0.0,38.0,0,0.0
28,Female,High School,Divorced,107014.16,96800.0,58.0,1,111300.0
44,Female,High School,Divorced,15743.78,34500.0,51.0,1,30300.0
34,Female,Master,Married,71748.17,81100.0,78.0,1,105400.0
28,Female,High School,Married,34513.75,13900.0,41.0,1,15300.0
50,Male,PhD,Married,112659.38,0.0,69.0,1,169000.0
51,Female,Master,Married,57262.1,99100.0,78.0,1,128800.0
29,Female,High School,Married,167237.24,126000.0,68.0,1,157500.0
18,Female,Bachelor,Single,92943.02,145900.0,75.0,1,189700.0
47,Female,Bachelor,Single,28034.35,0.0,48.0,1,42100.0
28,Male,Bachelor,Single,110076.72,83500.0,70.0,1,108600.0
44,Female,Master,Married,61680.06,110200.0,78.0,1,143300.0
18,Female,Bachelor,Married,18233.23,40400.0,61.0,1,37400.0
45,Female,High School,Married,16387.13,31900.0,50.0,1,25700.0
22,Male,Bachelor,Single,138656.66,59300.0,63.0,1,74100.0
44,Female,Master,Single,77907.95,181600.0,81.0,1,254200.0
36,Male,Bachelor,Married,81547.23,53200.0,76.0,1,69200.0
25,Male,Master,Single,104388.7,198400.0,78.0,1,257900.0
31,Male,Bachelor,Married,99722.75,0.0,64.0,1,149600.0
43,Female,High School,Single,13614.63,17600.0,48.0,1,19400.0
37,Male,PhD,Married,41033.73,63200.0,72.0,1,82200.0
42,Male,Master,Married,138756.92,70900.0,79.0,1,92200.0
57,Female,High School,Divorced,102854.32,0.0,47.0,1,154300.0
18,Female,High School,Married,52368.2,23200.0,49.0,1,25500.0
53,Female,Bachelor,Single,20779.23,47800.0,63.0,1,44200.0
37,Male,Bachelor,Married,61513.59,52200.0,70.0,1,67900.0
26,Female,High School,Single,56487.57,65600.0,59.0,1,75400.0
21,Male,High School,Married,37956.03,74700.0,53.0,1,70000.0
33,Male,Bachelor,Single,83735.3,187100.0,84.0,1,261900.0
46,Male,High School,Single,32175.43,58900.0,55.0,1,61500.0
34,Female,High School,Married,80600.95,45700.0,66.0,1,57100.0
52,Male,Bachelor,Single,31890.85,34300.0,65.0,1,42900.0
20,Male,Master,Married,18297.09,30000.0,59.0,1,34500.0
35,Male,Bachelor,Married,70866.8,175000.0,80.0,1,220800.0
22,Male,Bachelor,Married,42572.28,0.0,46.0,1,63900.0
39,Female,Bachelor,Married,13900.62,13400.0,55.0,1,15400.0
45,Female,Bachelor,Married,39719.64,36400.0,62.0,1,45500.0
31,Male,High School,Married,75777.18,0.0,48.0,1,113700.0
18,Male,High School,Single,20065.89,13600.0,39.0,1,15000.0
38,Male,High School,Married,17290.49,29700.0,50.0,1,30300.0
40,Female,Master,Married,131412.44,284700.0,89.0,1,398600.0
40,Male,Bachelor,Widowed,10593.45,23100.0,62.0,1,22100.0
49,Male,Bachelor,Married,41313.06,0.0,50.0,1,62000.0
24,Male,Master,Married,20919.21,42800.0,64.0,1,46300.0
43,Male,Master,Married,130468.79,303100.0,89.0,1,424300.0
49,Male,Master,Single,55001.81,111200.0,81.0,1,155700.0
18,Male,High School,Single,17765.87,0.0,27.0,0,0.0
39,Male,Bachelor,Married,50476.52,72500.0,75.0,1,94200.0
30,Male,Bachelor,Married,46838.11,0.0,58.0,1,70300.0
35,Female,Bachelor,Single,116109.54,182000.0,79.0,1,236600.0
39,Male,High School,Married,75596.08,90500.0,65.0,1,113100.0
30,Male,Bachelor,Single,19770.44,27400.0,58.0,1,31500.0
28,Female,High School,Married,52058.47,90600.0,61.0,1,96000.0
36,Female,Master,Married,43761.43,67000.0,70.0,1,87100.0
24,Male,Bachelor,Single,69843.44,123700.0,69.0,1,154600.0
24,Female,High School,Single,86636.62,213100.0,70.0,1,277000.0
43,Male,High School,Single,51740.52,45200.0,58.0,1,52000.0
23,Female,Bachelor,Single,32533.44,81000.0,66.0,1,81300.0
43,Female,Bachelor,Married,31908.61,13400.0,55.0,1,15400.0
41,Male,Bachelor,Divorced,31468.93,51500.0,63.0,1,64400.0
18,Male,Bachelor,Married,384773.41,906100.0,88.0,1,1262100.0
28,Male,Master,Married,20192.94,10600.0,54.0,1,12200.0
49,Female,High School,Widowed,161484.98,400200.0,79.0,1,434800.0
25,Female,Bachelor,Married,13433.49,31200.0,61.0,1,27500.0
30,Female,Bachelor,Single,14068.5,30700.0,63.0,1,33400.0
41,Male,Master,Divorced,27963.96,0.0,49.0,1,41900.0
44,Male,High School,Married,80706.75,62200.0,66.0,1,77800.0
33,Female,High School,Divorced,62677.19,31100.0,49.0,1,34200.0
29,Male,High School,Married,89040.92,0.0,50.0,1,133600.0
51,Male,Master,Married,61394.23,97800.0,78.0,1,127100.0
55,Male,Bachelor,Married,25905.07,47800.0,67.0,1,45100.0
46,Female,High School,Married,86843.44,68200.0,66.0,1,85200.0
36,Female,High School,Married,80221.97,110400.0,71.0,1,143500.0
27,Female,High School,Married,71245.67,104200.0,61.0,1,130200.0
26,Male,Bachelor,Married,83629.74,190100.0,82.0,1,266100.0
